,tgt_0,tgt_1,tgt_2,tgt_3,tgt_4,tgt_5,tgt_6,tgt_7,tgt_8,tgt_9,tgt_10,tgt_11,tgt_12,tgt_13,tgt_14
src_0,0.016436287673802154,0.0504321629476302,0.08733099766507213,0.00917218210393625,0.13421618130292512,0.0074157587693623505,0.0035661026711462443,0.07695381548177044,0.047291770975453055,0.033454577638687345,0.06813723630186981,0.08600007441102794,0.036626802130568355,0.2268198074678104,0.11614624245893815
src_1,0.03446190854514449,0.126395762372346,0.05992030399321071,0.16765773196336903,0.0015351468698946468,0.06983053379953676,0.12522700371383136,0.020773054681525172,0.22956347230027357,0.06853875188390199,0.039139014747870834,0.0001913437688952319,0.01172602643654862,0.024229849774990785,0.02081009514866083
src_2,0.0435007259972775,0.08915919026680082,0.09888236557104103,0.11296631850930723,0.02257614260084463,0.03954497268233997,0.08083048929988117,0.04633405064002152,0.20446737822931213,0.08770657333786536,0.05173991936671765,0.013959611959765037,0.02251777059665689,0.04302927172109879,0.04278521922107015
src_3,0.04056920636705232,0.023676326523163437,0.010879931823805315,0.17887106645901402,0.00041017774957180953,0.14764587404777757,0.34039337430161737,0.00717901964647426,0.028499365823124317,0.054813558990487794,0.005775137270738375,0.0012644408007409767,0.15095796822756596,0.0007675414574341292,0.008297010511432437
src_4,0.08340856951350496,0.05172823834055587,0.0899827221261545,0.11790900820567408,0.014984685662189735,0.05411200875749622,0.08768499874018858,0.06815374718749057,0.11295541565562521,0.14001697652495892,0.027785904831266053,0.022109848503525088,0.06805370874456049,0.01384239677554431,0.04727177043126546
src_5,0.011195285215374974,0.016360391413087677,0.058218162439146404,0.002296501484613311,0.19328332431273945,0.0013265818725873406,0.0013426771251645352,0.11752207269645515,0.01445150516117575,0.039436318497292205,0.02784472239164426,0.2618606999112611,0.04532981429850675,0.0626700579588834,0.14686188522206756
src_6,0.054586461185451345,0.07705701201230428,0.08765039867876491,0.07014652621052353,0.0312964662688593,0.08172901853255927,0.04315780911008603,0.061422632223896566,0.06591012313267283,0.08503008768510666,0.048755563804405246,0.018790514580186244,0.10759504284922665,0.08002411299244679,0.08684823073351046
src_7,0.03248154406211437,0.14650439715116673,0.039408387236198134,0.16934251386785576,0.0020697584570859803,0.15120823694424942,0.1416743787681103,0.014377499198207648,0.12854021711818384,0.05250536896146761,0.0398190065187082,0.0001559443389081056,0.025847028908393386,0.025486203019731705,0.03057951544961872
src_8,0.04318184522306977,0.03362575895882765,0.059299386006925664,0.035888961733955976,0.06632074575813218,0.05256066323456829,0.023438783668458557,0.08684916467095706,0.025657009076985246,0.07705008559198144,0.02431472220008767,0.07994353987538509,0.22853726544953842,0.03948706617282513,0.12384500237830172
src_9,0.024130079237214472,0.054321654708910094,0.08503737095899253,0.01504817181788858,0.12904365033474238,0.021503680032390955,0.007775037275539396,0.06604913672287097,0.03504061627697638,0.046606623749110745,0.06215083769015092,0.06323654140505283,0.06123033715352788,0.19236599517684302,0.13646026745978893
src_10,0.046841129152015465,0.09844907912295688,0.12552430383092567,0.07449923157470753,0.01672775412085156,0.026239116290036828,0.041576767662277504,0.0495461062547533,0.21778564261618638,0.0860616969054184,0.06630196033335396,0.005537799676070877,0.018545683082632325,0.0818294921041661,0.04453423727364718
src_11,0.038177740245452896,0.08118977299597538,0.13071254632212956,0.0342014573694862,0.06884296087779629,0.01997547153986457,0.01580443062675355,0.0719740582388307,0.10736174909384806,0.06704806497191763,0.07219512896979964,0.023457172793700576,0.03101978896484769,0.15221435833728436,0.08582529865231299
src_12,0.04718687085606217,0.0957505233543577,0.09385308187354856,0.11627143682358466,0.006691665556238594,0.043501768917983796,0.07068442426990378,0.04563296810110166,0.21497706396472613,0.08668414529432851,0.04810756889055244,0.020877989889103415,0.02355222019285547,0.043459821231980285,0.04276845078367293
src_13,0.008974956051136187,0.035195938510035045,0.07060565049323914,0.002735296944792733,0.18224921306247918,0.0024865121114205227,0.0011546643059175048,0.04650194001206093,0.021136483744401986,0.01998688372750999,0.0699065713972753,0.03414645391679487,0.02536425176601211,0.3735023056223761,0.10605287833454853
src_14,0.004706540318126612,0.012413459789136988,0.051096011948761705,0.0006067594462517662,0.19097360686400297,0.0004295392844363449,0.0005696216303730902,0.1001983161154532,0.00849050674551981,0.0216976968599612,0.035868819657236525,0.2551979612300906,0.027348786514891234,0.14448870603506414,0.14591366756069382
