,tgt_0,tgt_1,tgt_2,tgt_3,tgt_4,tgt_5,tgt_6,tgt_7,tgt_8,tgt_9,tgt_10,tgt_11,tgt_12,tgt_13,tgt_14
src_0,0.010088591044251529,0.041093192594602694,0.03508298572038836,0.043942063020807436,0.2656768513930675,0.02368081586985335,0.01820991790768719,0.016149206642136305,0.06740850950136486,0.025796623733252314,0.08576740269677609,0.003646369391586732,0.03251811390548527,0.22181416421589964,0.10912519236284073
src_1,0.005722010406258258,0.04188677217979123,0.0014631633006966568,0.11641666693327417,0.004726807502314298,0.19628036902521315,0.10452525761505531,0.0017905760688860747,0.004462702796167462,0.032725353891986615,0.003871761319634878,0.009368273595706748,0.42109813069959773,0.002790772057651354,0.052871382607766096
src_2,0.013609384549940425,0.07616781183202057,0.029656066463746748,0.17055457809316849,0.005524691227199737,0.17273117540201186,0.15001534960382568,0.010087584245710216,0.03506969183583856,0.04667397627049704,0.04335539194329522,0.010806983791074405,0.19391788982864527,0.013086727193741153,0.028742697719284498
src_3,0.005289043909700907,0.045257459930473934,0.00774974652224218,0.1003266338956398,0.00885341696886541,0.13482373512001455,0.10496698941517575,0.018673502784317134,0.012049453709336152,0.06973753651572923,0.034158264121168576,0.024243581885548877,0.34978344914121656,0.002985265388394734,0.0811019206921763
src_4,0.0037766602896684293,0.055112052022422746,0.005815501961599533,0.13679424164105466,0.0016241307836745344,0.15158675933037757,0.17968058023261574,0.019329670473548572,0.009744383574142196,0.05638328638286402,0.008857473822066097,0.08975549188294694,0.25100019160222814,0.0016898540801897211,0.028849721920601066
src_5,0.0007493602668671045,0.016623438092088452,0.05977175669618308,0.004404053936212558,0.2795565227063325,0.007200106692178913,0.0014909595337304715,0.008962505754186393,0.043361642135625426,0.006438182764359809,0.0810265192968505,0.00885836188229153,0.003615760766942276,0.4261845076894961,0.05175632178665488
src_6,0.01675394987712704,0.03037496332191383,0.028451924892520356,0.0722960047434244,0.0318540501696696,0.03803483948317034,0.040757555034845946,0.05914788309262105,0.03114923733347133,0.1623829046730972,0.013215880159410349,0.07535425753634095,0.0888133512369231,0.03323901185817346,0.27817418658729093
src_7,0.006576220393303565,0.07086669103160782,0.004611549953892748,0.17199330062026427,0.004356284421204555,0.1749520320059967,0.1402037938021783,0.006480716630155887,0.025144006724795224,0.05021587991857984,0.018932420399403856,0.008347880797289587,0.2705164433987654,0.008095021999822871,0.03870775790273941
src_8,0.018972828968126503,0.09179618114727778,0.08741219591767486,0.11183616666443959,0.0286044508822752,0.04559427416910015,0.09383630083809952,0.08533684277160676,0.11795135922452113,0.07883075276206125,0.02219171969190341,0.07351502219316342,0.05286313365358727,0.03885016826412397,0.05240860285203904
src_9,0.024996068960693757,0.048030485888200684,0.23999959148412622,0.06572007656318296,0.047363412290970894,0.019392835351526066,0.05701566263626678,0.04261718415673482,0.1963921235247612,0.048971192422688395,0.049314475670665145,0.01734973886709082,0.016227088058903858,0.08823195430647933,0.03837810981770902
src_10,0.014102508816052302,0.0649968353481117,0.008838528009344045,0.1598146441086135,0.015129357097651895,0.1690479541855629,0.1670627669533899,0.006750916136579552,0.020239259585607614,0.04911631009328196,0.11487077395007529,0.008752607024144814,0.14520306503834055,0.019781147364111244,0.03629332628913271
src_11,0.019585525906524123,0.10326973360178449,0.03638884970999175,0.1739882600799545,0.012233520832273019,0.1090532340209917,0.09935379695032956,0.02107763689139175,0.09493447295726255,0.05833509447990114,0.13174294393239225,0.012422363318456867,0.06641807924601106,0.036162088082464364,0.025034399990270954
src_12,0.007448723831075098,0.060414546425871275,0.0020246980861915328,0.1158108042937249,0.0017982996718478345,0.18602425396882027,0.11856664663976361,0.00620762901315993,0.01350662211634744,0.047832486397600814,0.007579163120507992,0.023574441204698253,0.3649043362051455,0.002456366670542078,0.041850982354703435
src_13,0.03291952856542572,0.035452054970270055,0.0505143153320657,0.03549479237180412,0.08620334358280593,0.008304191418975065,0.011930523786657744,0.019675120802289007,0.20551517123070562,0.022684900043417153,0.17179663246859084,0.010270896274884192,0.0025257512648518433,0.26956694699616635,0.037145830891090685
src_14,0.00316237738677534,0.025696880652217473,0.17246087530600385,0.02399795776414742,0.21161233932137202,0.00039659039691878896,0.002901776823323248,0.018426753441471717,0.1130853410186638,0.020366802726136793,0.04465353921243785,0.013402605926582028,0.0003294725860544923,0.3095581571219125,0.03994853031598287
